,Incident ID,Year,Street Name,Cross Street,Distance,Junction Relation,Total Injuries,Total Fatalities,Injury Severity,Collision Manner,Light Condition,Weather,Surface Condition,Age Driver 1,Gender Driver 1,Travel Direction One,Unit Action One,Violation1_Drv1,Alcohol Use Driver 1,Drug Use Driver 1,Age Driver 2,Gender Driver 2,Travel Direction Two,Unit Action Two,Violation 1 Driver 2,Alcohol Use Driver 2,Drug Use Driver 2,Latitude,Longitude,Date,Time
34339,3525086,2019,Rural Rd,Apache Blvd,-41.0,Intersection 4 Way 202,2.0,0.0,Suspected Minor Injury,Rear End,Daylight,Clear,Dry,60.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,56.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41465,-111.92629,2019-05-16,22:02:00
34340,3525090,2019,Guadalupe Rd,Kyrene Rd,75.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Rear End,Daylight,Clear,Dry,17.0,Female,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,20.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.36366,-111.94565,2019-05-16,22:28:00
34341,3525032,2019,University Dr,Park Ln,0.0,Intersection T Inter 203,1.0,0.0,Suspected Minor Injury,Left Turn,Daylight,Clear,Dry,26.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,44.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42191,-111.97469,2019-05-16,22:38:00
34342,3528296,2019,Curry Rd,College Ave,-70.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,24.0,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,19.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.44022,-111.93107,2019-05-16,23:20:00
34343,3524965,2019,Southern Ave,Country Club Way,-78.0,Entrance Exit Ramp 205,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,62.0,Male,South,Making Right Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,68.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39298,-111.90081,2019-05-16,23:44:00
34345,3518849,2019,Warner Rd,McKemy St,-38.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,25.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,64.0,Female,East,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.33459,-111.94956,2019-05-17,00:11:00
34346,3525039,2019,Hardy Dr,Alameda Dr,200.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,38.0,Female,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,37.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40068,-111.95214,2019-05-17,00:16:00
34347,3528290,2019,Rio Salado Pkwy,McClintock Dr,67.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,55.0,Male,West,Making Right Turn,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,61.0,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42929,-111.90885,2019-05-17,00:22:00
34349,3525065,2019,Warner Rd,Warner Ranch Dr,0.0,Intersection 201,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,23.0,Male,West,Unknown,Unknown,No Apparent Influence,No Apparent Influence,16.0,Female,East,Unknown,Unknown,No Apparent Influence,No Apparent Influence,33.33463,-111.93703,2019-05-17,02:51:00
34351,3518953,2019,Broadway Rd,Cutler Dr,0.0,Intersection 201,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,44.0,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,27.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40741,-111.95837,2019-05-17,14:20:00
34353,3525102,2019,Guadalupe Rd,McClintock Dr,97.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,19.0,Male,West,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,70.0,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.36376,-111.91094,2019-05-17,14:42:00
34354,3524960,2019,Price Rd,Southern Ave,0.0,Intersection 201,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,29.0,Female,South,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,59.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39296,-111.89203,2019-05-17,17:57:00
34357,3525097,2019,Mill Ave,Pebble Beach Dr,-58.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,22.0,Female,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,19.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39054,-111.93955,2019-05-17,20:43:00
34358,3524897,2019,Elliot Rd,McClintock Dr,70.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,23.0,Female,West,Changing Lanes,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,36.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34913,-111.91096,2019-05-17,21:43:00
34363,3525066,2019,McClintock Dr,Apache Blvd,-0.25,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,17.0,Female,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,26.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41113,-111.90911,2019-05-17,23:15:00
34364,3524957,2019,Broadway Rd,Mill Ave,50.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,35.0,Male,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,62.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40741,-111.93966,2019-05-18,00:26:00
34367,3528172,2019,Apache Blvd,Price Rd,0.0,Intersection 4 Way 202,2.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,55.0,Male,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,59.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4148,-111.89195,2019-05-18,15:14:00
34368,3518952,2019,Darrow Dr,Priest Dr,100.0,Not Junction Related,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,19.0,Female,South,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,55.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.38049,-111.96134,2019-05-18,16:31:00
34371,3528288,2019,Scottsdale Rd,Hancock Ave,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,60.0,Female,North,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,68.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.44666,-111.92646,2019-05-18,21:27:00
34372,3524992,2019,Apache Blvd,Price Rd,0.0,Intersection 4 Way 202,2.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,34.0,Female,West,Unknown,Unknown,No Apparent Influence,No Apparent Influence,61.0,Male,South,Unknown,Unknown,No Apparent Influence,No Apparent Influence,33.4148,-111.89195,2019-05-19,00:45:00
34373,3524943,2019,Rio Salado Pkwy,SR-101 Exit 51 J-Ramp,0.0,Intersection 201,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,24.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,58.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42931,-111.89026,2019-05-19,05:12:00
34376,3528190,2019,Broadway Rd,Farmer Ave,150.0,Not Junction Related,2.0,0.0,Possible Injury,Other,Daylight,Clear,Dry,23.0,Female,West,Going Straight Ahead,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,19.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40736,-111.94346,2019-05-19,15:44:00
34377,3528285,2019,College Ave,Dunbar Dr,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,52.0,Male,East,Going Straight Ahead,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,24.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.3797,-111.93522,2019-05-19,18:44:00
34379,3525054,2019,Elliot Rd,Rural Rd,100.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,34.0,Male,West,Going Straight Ahead,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,22.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34919,-111.92815,2019-05-20,02:42:00
34381,3525196,2019,Priest Dr,Arizona Mills Access E,100.0,Not Junction Related,1.0,0.0,Suspected Minor Injury,Rear End,Daylight,Clear,Dry,64.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,28.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.38494,-111.96094,2019-05-20,18:57:00
34382,3525200,2019,Pebble Beach Dr,River Dr,-60.0,Not Junction Related,0.0,0.0,No Injury,U Turn,Daylight,Clear,Dry,24.0,Male,West,Making U Turn,Other,No Apparent Influence,No Apparent Influence,84.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39016,-111.89647,2019-05-20,19:35:00
34383,3524977,2019,Rio Salado Pkwy,Rockford Dr,-110.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Cloudy,Dry,21.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,27.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42935,-111.8974,2019-05-20,22:23:00
34384,3524982,2019,Harl Ave,Warner Rd,0.0,Driveway Or Alley,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Cloudy,Dry,23.0,Female,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,31.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.3345,-111.96667,2019-05-20,22:54:00
34385,3524951,2019,Rural Rd,US-60 Exit 174 A-Ramp,40.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Unknown,Dry,38.0,Female,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,42.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.38513,-111.92648,2019-05-20,23:14:00
34387,3519526,2019,Priest Dr,Elliot Rd,-25.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Cloudy,Dry,18.0,Male,South,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,38.0,Male,South,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.34904,-111.96313,2019-05-21,03:38:00
34388,3531196,2019,Southern Ave,48th St,0.0,Intersection 201,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,21.0,Male,Southwest,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,21.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39277,-111.97834,2019-05-21,04:58:00
34389,3531199,2019,University Dr,Price Rd,0.0,Intersection 201,1.0,0.0,Possible Injury,Unknown,Dawn,Clear,Dry,51.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,53.0,Male,Southwest,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,33.42201,-111.89195,2019-05-21,11:30:00
34391,3525080,2019,Priest Dr,21st St,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,26.0,Male,North,Changing Lanes,Other,No Apparent Influence,No Apparent Influence,46.0,Male,North,Going Straight Ahead,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,33.40623,-111.96077,2019-05-21,14:15:00
34392,3525081,2019,Price Rd,Guadalupe Rd,-40.0,Intersection Related 206,1.0,0.0,Possible Injury,Sideswipe Same Direction,Daylight,Clear,Dry,34.0,Male,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,42.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.36378,-111.89467,2019-05-21,14:17:00
34395,3525084,2019,Priest Dr,Warner Rd,-140.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,30.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,37.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.33414,-111.96312,2019-05-21,14:58:00
34396,3525207,2019,McClintock Dr,Apache Blvd,220.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,32.0,Female,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,25.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41536,-111.90913,2019-05-21,17:07:00
34398,3525095,2019,Baseline Rd,I-10 Exit 155 A1-Ramp,25.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,40.0,Male,South,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,24.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827,-111.96855,2019-05-21,20:56:00
34403,3525064,2019,University Dr,Price Rd,-180.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,29.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,27.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42202,-111.89254,2019-05-21,23:07:00
34407,3524940,2019,McClintock Dr,Elliot Rd,0.0,Intersection 201,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,59.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,Alcohol,No Apparent Influence,31.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34913,-111.91119,2019-05-22,04:58:00
34408,3528314,2019,Miller Rd,Curry Rd,-20.0,Intersection Related 206,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,24.0,Male,South,Making Right Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,53.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.44032,-111.91796,2019-05-22,06:09:00
34411,3528259,2019,Lakeshore Dr,Carson Dr,25.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,30.0,Female,West,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,23.0,Female,255,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.3817,-111.92506,2019-05-22,14:42:00
34413,3524869,2019,Baseline Rd,Price Rd,-30.0,Intersection 201,0.0,0.0,No Injury,Rear End,Daylight,Cloudy,Dry,49.0,Female,East,Making Right Turn,Followed Too Closely,No Apparent Influence,No Apparent Influence,59.0,Female,East,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37846,-111.89371,2019-05-22,15:32:00
34414,3524916,2019,Rural Rd,Guadalupe Rd,-77.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Head On,Daylight,Clear,Dry,56.0,Male,South,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,32.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.36354,-111.9286,2019-05-22,15:36:00
34415,3524913,2019,Mill Ave,US-60 Exit 173 A-Ramp,0.0,Intersection 201,0.0,0.0,No Injury,Left Turn,Unknown 51,Unknown,Dry,62.0,Female,South,Making Left Turn,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,19.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.38511,-111.93947,2019-05-22,16:54:00
34416,3524902,2019,Broadway Rd,Roosevelt St,-118.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Cloudy,Dry,27.0,Male,West,Backing,Other,No Apparent Influence,No Apparent Influence,48.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40738,-111.94824,2019-05-22,17:11:00
34418,3524880,2019,Rural Rd,Carter Dr,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,23.0,Male,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,29.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.38113,-111.9276,2019-05-22,18:04:00
34424,3524908,2019,McClintock Dr,Baseline Rd,117.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Rear End,Daylight,Cloudy,Dry,40.0,Female,South,Going Straight Ahead,Followed Too Closely,Alcohol,No Apparent Influence,37.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37875,-111.90926,2019-05-23,00:01:00
34427,3525071,2019,Price Rd,Broadway Rd,0.0,Intersection 201,0.0,0.0,No Injury,Rear End,Dark Lighted,Cloudy,Dry,28.0,Male,South,Going Straight Ahead,Disregarded Traffic Signal,Alcohol,No Apparent Influence,31.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.4075,-111.892,2019-05-23,07:03:00
34428,3524939,2019,Price Rd,Guadalupe Rd,80.0,Intersection Related 206,0.0,0.0,No Injury,Head On,Daylight,Rain,Dry,23.0,Female,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,51.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.36411,-111.89465,2019-05-23,12:37:00
34430,3524874,2019,Apache Blvd,Dorsey Ln,-30.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,38.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,25.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41476,-111.9178,2019-05-23,15:21:00
34431,3535422,2019,Hayden Rd,McKellips Rd,0.0,Intersection Related Non Interchange,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,56.0,Male,South,Making Left Turn,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,37.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.45126,-111.9093,2019-05-23,15:25:00
